date,humidity,wind_speed,meanpressure,meantemp
2017-02-13,67.0,6.377777777777778,1021.5555555555555,16.333333333333332
2017-02-14,65.5,6.9625,1021.375,16.875
2017-02-15,67.71428571428571,5.557142857142857,1020.5714285714286,17.571428571428573
2017-02-16,56.75,10.4375,1017.625,20.25
2017-02-17,64.4,9.279999999999998,1016.5,21.3
2017-02-18,70.75,6.25,1016.25,21.125
2017-02-19,66.0909090909091,6.054545454545456,1013.0,22.363636363636363
2017-02-20,60.125,6.937499999999999,1005.375,23.375
2017-02-21,69.41666666666667,12.341666666666667,1007.4166666666666,21.833333333333332
2017-02-22,57.125,7.4125000000000005,1012.25,19.125
2017-02-23,42.875,14.35,1015.25,18.625
2017-02-24,40.375,16.6625,1016.125,19.125
2017-02-25,50.42857142857143,11.928571428571427,1014.2857142857143,19.0
2017-02-26,59.0,11.1125,1012.375,18.75
2017-02-27,58.375,5.1000000000000005,1014.25,19.875
2017-02-28,51.666666666666664,3.9111111111111114,1013.1111111111111,23.333333333333332
2017-03-01,47.92307692307692,6.415384615384617,1012.9230769230769,24.46153846153846
2017-03-02,54.25,5.930000000000001,1012.15,23.75
2017-03-03,42.5,7.4125000000000005,1010.625,20.5
2017-03-04,43.125,8.350000000000001,1010.0,19.125
2017-03-05,41.25,9.962499999999999,1010.5,19.75
2017-03-06,42.44444444444444,9.666666666666664,1010.3333333333334,20.0
2017-03-07,41.5,6.025,1007.375,22.625
2017-03-08,52.72727272727273,10.263636363636364,1008.9090909090909,21.545454545454547
2017-03-09,69.07142857142857,8.342857142857143,1007.3571428571429,20.785714285714285
2017-03-10,67.75,11.4625,1006.875,19.9375
2017-03-11,60.4,5.566666666666666,1009.8,18.533333333333335
2017-03-12,56.625,7.637499999999999,1014.75,17.375
2017-03-13,49.333333333333336,9.055555555555554,1014.8888888888889,17.444444444444443
2017-03-14,56.333333333333336,4.522222222222222,1016.5555555555555,18.0
2017-03-15,54.75,7.175000000000001,1014.125,19.875
2017-03-16,49.2,5.5600000000000005,1011.1,24.0
2017-03-17,59.7,11.489999999999998,1010.7,20.9
2017-03-18,46.30769230769231,7.1230769230769235,1009.8461538461538,24.692307692307693
2017-03-19,52.27777777777778,9.161111111111111,1011.8888888888889,24.666666666666668
2017-03-20,54.666666666666664,10.077777777777778,1012.5555555555555,23.333333333333332
2017-03-21,49.0,9.2625,1011.75,25.0
2017-03-22,45.0,10.187500000000002,1009.75,27.25
2017-03-23,49.75,3.4875000000000003,1008.875,28.0
2017-03-24,37.666666666666664,10.033333333333335,1010.5833333333334,28.916666666666668
2017-03-25,39.375,10.425,1009.875,26.5
2017-03-26,37.1,17.59,1010.2,29.1
2017-03-27,38.625,13.65,1009.5,29.5
2017-03-28,40.666666666666664,8.844444444444445,1009.0,29.88888888888889
2017-03-29,34.5,13.2,1007.125,31.0
2017-03-30,36.857142857142854,10.585714285714285,1007.1428571428571,29.285714285714285
2017-03-31,37.625,6.949999999999999,1007.5,30.625
2017-04-01,35.125,9.0375,1005.0,31.375
2017-04-02,33.75,9.2625,1004.25,29.75
2017-04-03,29.75,6.9375,1004.25,30.5
2017-04-04,31.866666666666667,14.319999999999999,1007.2,30.933333333333334
2017-04-05,46.0,14.384615384615387,1005.0,29.23076923076923
2017-04-06,26.0,13.577777777777776,1002.8888888888889,31.22222222222222
2017-04-07,29.875,4.65,1007.375,27.0
2017-04-08,29.375,8.337499999999999,1010.375,25.625
2017-04-09,21.125,14.125,1010.625,27.125
2017-04-10,19.428571428571427,19.314285714285713,1008.5714285714286,27.857142857142858
2017-04-11,17.75,15.512500000000001,1006.25,29.25
2017-04-12,26.0,9.4875,1005.875,29.25
2017-04-13,29.11111111111111,4.944444444444445,1006.7777777777778,29.666666666666668
2017-04-14,37.625,1.3875000000000002,1004.625,30.5
2017-04-15,30.444444444444443,5.966666666666667,1002.4444444444445,31.22222222222222
2017-04-16,34.25,2.0999999999999996,1003.25,31.0
2017-04-17,38.44444444444444,5.366666666666666,1004.4444444444445,32.55555555555556
2017-04-18,27.333333333333332,7.811111111111111,1003.1111111111111,34.0
2017-04-19,24.125,9.025,1000.875,33.5
2017-04-20,27.5,5.5625,998.625,34.5
2017-04-21,39.375,6.9625,999.875,34.25
2017-04-22,40.9,8.89,1001.6,32.9
2017-04-23,27.5,9.962499999999999,1002.125,32.875
2017-04-24,27.142857142857142,12.157142857142858,1004.1428571428571,32.0
